Device,Phase Reward,Recyclable Score,CO2 Emission Saved,Other Savings,CPU,Memory,Battery,Display,Keyboard,Plastics,Metals,Copper,Aluminum,Gold,Silver,Lead,Tin,Nickel,Zinc
Printer,91.05,0,5.79,11.35,,36.0,,,16.0,40,27.0,2.88,3.74,0.9,0.8,2.68,3.84,0.0,2.59
Hard Drive,96.8,1,6.5,11.48,,48.0,,,,28,34.0,0.0,0.0,4.49,1.82,0.0,4.22,0.93,0.0
Hard Drive,26.61,1,1.47,4.45,,21.0,,,,49,36.0,0.68,0.96,0.0,4.66,2.67,2.72,4.05,0.0
Camera,85.53,1,0.46,6.78,,31.0,,34.0,,30,39.0,4.21,0.0,1.04,0.13,3.83,0.0,1.73,0.31
UPS,86.26,0,9.88,4.98,,,34.0,,,37,38.0,2.99,4.73,2.68,3.26,3.32,0.0,1.72,0.05
Camera,94.4,0,7.15,4.47,,23.0,,16.0,,40,28.0,3.02,2.06,2.32,0.12,0.0,4.57,4.62,4.09
Coffee Machine,37.56,1,1.95,5.95,,,,,,14,50.0,0.0,3.8,0.0,0.0,0.0,1.6,0.0,0.0
Server,79.32,0,6.52,12.96,33.0,31.0,,,,44,16.0,4.64,0.0,2.55,3.5,2.06,0.0,4.91,1.02
Projector,85.09,1,0.59,10.63,,,,47.0,,11,20.0,0.71,0.0,0.08,4.72,4.68,0.62,0.0,0.8
Microwave,81.97,1,1.92,10.82,,,,,,39,20.0,4.55,0.0,2.26,2.3,3.65,3.07,4.49,0.0
Accessories,87.48,0,2.88,13.73,,,,,,19,27.0,0.22,0.0,3.64,3.89,1.53,4.51,0.0,3.54
Server,64.72,0,7.25,2.87,14.0,47.0,,,,45,27.0,0.0,0.0,0.0,2.98,3.9,0.27,0.0,2.17
Coffee Machine,57.49,1,0.09,10.83,,,,,,31,49.0,3.77,4.27,4.52,4.65,3.58,1.09,0.58,0.0
Set-top Box,90.86,1,3.99,13.1,32.0,42.0,,,,19,14.0,4.57,4.96,0.0,0.0,2.31,0.0,0.0,3.41
Refrigerator,51.65,0,3.52,7.33,,,,,,37,41.0,0.37,0.69,0.59,0.0,4.94,0.0,0.0,0.4
Mobile,23.09,1,8.82,7.5,44.0,35.0,18.0,21.0,,12,41.0,0.0,3.59,0.0,2.36,1.41,3.98,4.92,0.13
Projector,94.9,1,4.49,11.18,,,,30.0,,24,31.0,3.73,0.37,3.59,2.12,0.0,4.45,1.87,0.0
Fax Machine,87.2,1,4.48,13.02,,,,22.0,44.0,11,37.0,0.0,3.49,3.29,0.0,2.67,0.84,0.0,3.86
Desktop,61.43,0,3.31,5.21,50.0,44.0,,,19.0,34,21.0,0.13,0.0,0.0,3.25,0.0,0.14,0.78,0.0
Smartwatch,70.49,1,2.41,11.2,47.0,19.0,32.0,36.0,,32,,2.75,3.97,4.85,0.0,0.3,1.76,0.0,3.77
Server,42.21,1,0.9,0.15,13.0,22.0,,,,45,46.0,4.93,1.23,3.54,4.39,1.24,0.0,3.15,4.31
Accessories,50.75,1,1.22,9.14,,,,,,17,37.0,4.97,1.94,0.26,3.85,0.0,1.23,0.0,3.33
Router,82.59,1,3.71,14.01,40.0,22.0,,,,28,15.0,3.99,3.37,4.93,0.0,0.0,3.11,1.32,1.25
Camera,37.58,0,2.75,1.89,,34.0,,49.0,,34,24.0,0.0,4.74,1.03,0.0,1.67,4.67,0.4,0.0
Camera,90.41,0,8.35,11.56,,36.0,,27.0,,13,27.0,3.77,2.06,0.0,3.66,2.64,0.0,0.0,3.81
Air Conditioner,51.24,1,7.91,8.44,,,,,,34,15.0,3.67,1.93,4.58,1.05,0.0,2.41,0.0,0.0
Game Console,50.86,1,1.27,8.81,30.0,38.0,,23.0,,16,19.0,3.61,0.0,4.52,0.0,0.0,0.43,2.27,3.77
Accessories,94.63,1,2.2,9.68,,,,,,30,36.0,0.0,0.0,3.26,4.7,0.0,4.36,4.94,2.94
Server,81.6,1,1.56,1.62,12.0,11.0,,,,40,46.0,2.79,1.2,0.08,0.0,0.67,0.0,0.0,3.56
Mobile,25.91,1,4.17,6.1,23.0,22.0,27.0,33.0,,43,11.0,2.05,0.0,4.39,2.77,0.0,2.37,0.0,0.0
Tablet,88.91,0,3.88,5.36,11.0,18.0,38.0,36.0,,38,46.0,0.0,0.0,3.83,0.63,0.0,0.33,3.64,2.99
Game Console,32.33,0,6.61,1.89,33.0,50.0,,14.0,,25,18.0,2.58,0.0,0.13,2.67,0.0,0.0,3.17,0.0
Accessories,48.48,1,5.8,3.78,,,,,,30,39.0,4.47,0.95,0.0,4.03,2.41,2.15,3.23,4.9
Monitor,91.21,0,1.59,5.5,,,,12.0,,19,41.0,0.38,0.0,2.33,0.0,0.0,0.0,2.17,3.71
Smartwatch,62.82,0,7.65,9.8,29.0,29.0,49.0,42.0,,12,,0.0,0.0,4.87,0.0,3.33,0.0,3.74,0.0
Projector,71.2,0,0.49,1.95,,,,25.0,,32,15.0,2.45,1.55,0.0,2.6,1.99,3.11,4.17,0.33
Fax Machine,72.25,1,9.81,3.25,,,,20.0,13.0,48,46.0,4.22,0.0,3.74,2.18,3.13,0.0,0.43,1.65
Tablet,45.26,1,6.43,1.75,18.0,28.0,16.0,15.0,,29,40.0,3.55,0.2,2.05,0.33,0.0,0.0,0.99,3.93
Printer,70.03,0,6.58,3.39,,44.0,,,23.0,14,19.0,0.49,1.77,4.46,0.0,3.77,0.0,0.0,0.0
Mobile,52.52,1,4.54,5.47,46.0,20.0,46.0,29.0,,50,37.0,0.0,0.42,3.62,0.36,4.27,0.0,1.85,1.14
Refrigerator,69.84,1,6.81,4.3,,,,,,36,20.0,4.35,2.64,0.88,4.19,0.0,4.92,3.36,2.33
Printer,28.48,0,9.09,0.19,,47.0,,,16.0,14,26.0,0.29,4.67,0.0,2.61,2.75,4.57,3.84,1.75
Smartwatch,65.84,1,4.79,7.76,41.0,21.0,21.0,44.0,,12,,1.28,0.0,0.37,4.63,0.0,3.63,4.42,3.56
Tablet,71.7,1,6.65,8.85,40.0,22.0,46.0,28.0,,12,23.0,3.78,1.85,0.0,3.5,0.0,0.0,0.0,0.0
Scanner,91.53,0,1.21,3.57,,,,40.0,,27,44.0,1.23,4.48,0.0,0.0,0.0,0.4,0.05,0.0
Smartwatch,47.06,0,7.49,6.5,26.0,44.0,10.0,16.0,,13,,0.0,0.42,4.14,4.68,2.26,4.4,3.01,3.51
Desktop,67.34,0,3.75,7.18,21.0,21.0,,,39.0,36,19.0,0.0,0.0,0.28,3.52,0.0,0.0,2.92,0.91
Accessories,58.99,0,6.33,3.32,,,,,,20,29.0,4.65,0.0,0.0,0.57,3.08,0.0,0.11,4.94
Printer,71.55,1,6.53,10.13,,19.0,,,38.0,24,29.0,3.01,0.0,4.15,0.56,4.46,0.37,2.29,3.47
Desktop,70.46,1,2.06,4.02,45.0,45.0,,,21.0,13,11.0,4.89,4.21,0.0,4.2,0.0,0.0,0.74,4.82
Air Conditioner,61.61,0,6.88,13.69,,,,,,17,31.0,0.0,1.24,4.47,0.0,0.0,1.88,4.99,4.91
Microwave,96.68,1,0.68,7.18,,,,,,30,22.0,4.36,0.0,2.21,2.07,3.09,0.0,4.88,0.81
Refrigerator,25.74,1,1.0,10.06,,,,,,27,16.0,3.42,3.58,2.99,2.5,4.59,1.29,4.34,0.0
Router,53.54,0,4.53,0.65,12.0,40.0,,,,27,46.0,0.0,1.19,4.59,3.6,2.1,0.94,3.54,0.36
Laptop,54.94,1,4.92,6.76,47.0,34.0,49.0,11.0,32.0,46,24.0,0.99,0.0,3.68,2.16,4.8,3.54,0.71,1.66
Coffee Machine,64.44,0,5.45,13.78,,,,,,28,20.0,1.97,3.59,3.36,0.19,0.0,0.0,0.0,3.82
Tablet,90.55,1,1.13,6.24,21.0,23.0,22.0,50.0,,16,40.0,0.25,0.0,2.12,0.0,3.86,2.42,0.95,4.97
Television,96.58,0,3.76,14.71,,,,25.0,,35,50.0,0.0,0.0,3.06,1.15,3.56,0.56,0.0,1.87
Fax Machine,84.42,1,8.35,8.97,,,,40.0,10.0,12,37.0,3.25,1.88,0.64,1.55,0.11,2.79,4.52,4.09
Fax Machine,54.8,1,8.11,13.88,,,,49.0,12.0,42,19.0,3.13,2.55,0.0,0.0,2.98,0.95,0.0,0.0
Microwave,29.69,1,5.9,11.86,,,,,,25,44.0,3.08,0.66,0.9,4.88,0.0,2.0,1.64,0.0
Microwave,87.69,1,7.81,8.54,,,,,,22,29.0,4.37,4.34,4.81,3.97,0.08,2.39,3.14,1.29
Router,22.12,1,0.82,14.73,15.0,29.0,,,,41,47.0,1.01,2.13,4.92,0.61,3.38,0.0,0.76,0.74
Desktop,28.46,0,4.66,11.14,14.0,27.0,,,12.0,42,13.0,2.6,1.37,4.83,4.59,3.25,2.15,0.34,2.18
Fax Machine,39.72,0,5.01,14.13,,,,50.0,14.0,15,42.0,4.73,1.97,0.0,1.97,2.16,2.27,1.92,0.0
Laptop,46.85,0,1.43,13.37,28.0,32.0,18.0,41.0,47.0,47,49.0,2.71,2.32,2.0,0.0,2.9,0.66,0.23,1.89
Scanner,65.07,0,6.07,9.34,,,,24.0,,31,27.0,2.04,1.68,1.15,2.07,3.7,1.8,0.35,0.28
Scanner,91.1,1,3.29,12.74,,,,20.0,,23,26.0,1.17,1.73,4.65,0.0,0.0,0.07,1.26,1.27
Microwave,57.32,0,0.37,13.99,,,,,,11,28.0,0.24,1.86,4.76,0.0,3.89,2.87,1.19,1.44
Television,58.51,0,2.21,2.08,,,,44.0,,43,36.0,0.0,1.96,0.0,0.0,2.74,4.21,0.0,0.0
Game Console,59.28,0,5.5,14.56,44.0,31.0,,48.0,,10,45.0,0.0,0.0,0.0,1.11,0.0,1.36,2.15,4.56
Fax Machine,32.15,1,2.94,6.67,,,,29.0,38.0,18,28.0,3.94,2.52,0.0,1.23,3.74,3.68,0.0,0.0
Washing Machine,77.77,1,0.33,3.21,,,,,,13,22.0,0.12,0.34,2.2,1.24,4.73,1.27,1.86,4.05
Desktop,24.37,1,5.46,2.04,34.0,26.0,,,39.0,21,18.0,0.0,4.26,0.63,1.97,4.46,1.04,1.81,4.38
Refrigerator,23.23,0,6.84,10.75,,,,,,28,23.0,0.19,2.03,2.46,0.0,4.81,2.5,1.49,0.0
Modem,54.67,0,4.13,0.05,40.0,37.0,,,,12,29.0,4.81,0.0,0.0,0.55,3.83,4.06,2.07,0.0
Tablet,41.09,0,5.52,9.8,35.0,39.0,31.0,13.0,,48,30.0,0.0,3.08,0.0,0.0,3.03,2.3,2.77,0.0
Television,48.21,0,1.3,9.2,,,,16.0,,25,27.0,0.0,0.0,1.17,0.0,1.67,0.0,4.52,1.79
Tablet,68.65,1,7.77,4.97,14.0,44.0,35.0,21.0,,24,24.0,0.0,3.27,0.0,0.89,1.42,4.65,0.0,0.04
Washing Machine,82.18,1,9.44,4.62,,,,,,47,37.0,0.0,4.04,0.0,1.26,0.37,0.0,0.0,0.0
Washing Machine,79.01,0,8.22,3.79,,,,,,38,18.0,1.51,0.0,0.0,0.0,3.84,0.99,1.14,4.65
Camera,55.3,0,7.12,11.79,,18.0,,42.0,,38,34.0,3.3,1.82,0.0,0.0,0.0,0.0,0.24,0.0
Camera,90.63,1,2.68,12.6,,22.0,,20.0,,39,11.0,0.8,2.48,0.0,4.79,0.0,3.21,4.98,0.0
Laptop,62.24,0,7.88,12.58,25.0,21.0,33.0,31.0,37.0,42,43.0,2.56,3.32,2.77,1.53,1.61,3.22,0.0,1.71
Microwave,87.64,1,7.22,0.17,,,,,,27,39.0,1.26,0.13,0.0,0.71,0.0,3.22,0.0,0.0
Desktop,25.61,1,7.68,5.35,28.0,27.0,,,14.0,11,33.0,0.33,1.66,0.0,4.5,3.81,0.0,4.3,1.23
Coffee Machine,71.86,0,1.51,3.58,,,,,,50,40.0,0.0,0.91,2.03,3.79,2.16,3.17,1.29,3.24
Tablet,83.18,0,2.01,14.05,18.0,14.0,20.0,43.0,,43,35.0,3.97,0.0,4.86,3.3,1.44,2.82,0.0,1.14
Server,38.14,0,4.02,2.84,30.0,20.0,,,,29,18.0,4.91,0.0,1.46,0.34,4.3,2.92,0.0,1.57
Scanner,68.01,0,8.51,12.29,,,,12.0,,23,13.0,3.17,0.0,4.68,3.27,0.0,3.1,0.0,0.54
Router,90.56,0,4.37,14.75,37.0,18.0,,,,28,14.0,0.0,2.13,0.0,4.84,4.67,0.0,2.39,0.0
Monitor,93.09,0,7.46,11.27,,,,21.0,,38,30.0,1.06,2.26,0.32,0.0,1.06,1.98,4.71,0.0
Game Console,68.34,1,5.03,12.32,24.0,30.0,,32.0,,36,25.0,0.0,0.0,0.0,0.84,1.13,1.41,0.0,1.35
Accessories,77.87,1,9.74,11.13,,,,,,41,25.0,0.45,0.0,4.13,0.28,0.0,0.0,3.76,0.0
Set-top Box,23.41,1,6.0,13.44,37.0,16.0,,,,16,36.0,0.19,4.16,4.09,2.93,4.55,4.37,3.49,0.0
Camera,95.85,0,7.77,14.29,,48.0,,46.0,,49,34.0,0.0,2.52,0.53,0.0,3.87,1.12,1.9,0.0
Scanner,79.31,0,1.6,11.39,,,,24.0,,40,48.0,0.0,1.98,0.0,0.79,0.44,0.2,0.4,0.0
Other,40.73,0,9.22,10.53,,,,,,42,47.0,3.05,1.65,1.68,0.0,0.0,2.22,0.0,0.14
Game Console,59.45,0,7.2,13.23,40.0,28.0,,16.0,,22,13.0,4.5,0.0,1.93,3.47,0.61,3.08,3.39,1.58
UPS,94.61,1,0.38,0.86,,,46.0,,,42,21.0,2.19,0.0,3.04,0.0,0.0,0.19,0.0,3.67
Set-top Box,45.62,1,6.05,1.3,17.0,44.0,,,,31,44.0,3.77,0.0,0.12,4.01,0.31,2.39,1.88,4.02
Tablet,54.39,1,4.08,3.63,41.0,31.0,43.0,36.0,,28,15.0,0.0,4.87,0.69,0.03,2.12,0.61,2.23,3.5
Accessories,58.04,1,3.56,0.89,,,,,,21,31.0,1.55,3.82,1.24,1.14,0.0,0.0,1.19,0.0
Laptop,56.84,1,3.07,2.02,33.0,17.0,15.0,37.0,35.0,33,11.0,2.68,3.31,2.93,0.0,1.4,3.28,0.0,3.41
Printer,77.34,1,1.56,5.97,,18.0,,,35.0,15,38.0,0.33,1.19,0.34,0.06,2.62,3.62,4.36,2.3
Fax Machine,80.31,0,1.01,10.07,,,,26.0,21.0,39,11.0,1.02,1.45,2.32,1.57,0.0,1.41,0.0,0.81
Hard Drive,26.17,0,2.38,0.21,,43.0,,,,36,20.0,1.47,0.0,3.69,0.0,2.35,0.0,0.0,0.0
Washing Machine,37.8,0,0.71,14.2,,,,,,18,34.0,4.99,2.31,0.0,1.0,0.0,2.85,1.99,0.0
Printer,82.7,1,8.39,1.57,,12.0,,,29.0,37,17.0,0.0,2.47,0.0,4.93,3.34,0.0,4.67,0.58
Modem,34.34,1,0.78,7.06,43.0,28.0,,,,33,43.0,0.08,0.0,0.0,2.86,1.89,2.62,3.86,2.69
Printer,91.15,0,8.86,1.45,,14.0,,,23.0,36,13.0,0.0,2.29,0.0,3.35,0.0,0.0,1.36,4.8
Server,74.38,0,4.6,14.69,49.0,13.0,,,,33,29.0,0.91,0.0,1.8,1.03,0.0,1.48,1.58,0.0
Router,78.95,0,1.94,4.73,12.0,23.0,,,,25,26.0,2.64,3.91,0.0,0.91,0.0,0.0,4.11,0.0
Coffee Machine,80.85,0,0.42,6.22,,,,,,39,15.0,0.06,2.01,1.04,0.0,0.0,2.38,4.25,1.07
Smartwatch,55.61,0,2.83,12.94,45.0,31.0,23.0,20.0,,33,,1.47,3.48,0.8,2.97,1.09,3.02,0.0,2.8
Hard Drive,63.56,0,0.96,6.07,,20.0,,,,12,25.0,2.04,1.57,3.19,2.8,3.98,4.22,1.98,3.84
Laptop,44.05,0,8.14,11.41,26.0,42.0,18.0,22.0,40.0,39,31.0,3.12,0.0,1.07,4.27,4.45,4.22,0.78,0.0
Monitor,89.34,0,1.77,11.51,,,,17.0,,22,32.0,3.5,4.8,1.75,3.85,1.71,2.32,4.18,0.0
Washing Machine,70.98,1,8.63,8.69,,,,,,50,36.0,1.92,4.61,1.88,0.0,4.65,4.92,0.0,0.0
Air Conditioner,53.29,0,1.34,14.45,,,,,,11,20.0,3.99,2.25,0.02,0.91,4.13,0.0,0.82,0.0
Mobile,46.2,1,6.45,2.94,16.0,13.0,13.0,13.0,,23,36.0,1.98,0.0,3.82,4.16,0.0,3.81,0.0,0.01
Set-top Box,41.15,0,0.0,9.23,33.0,50.0,,,,18,46.0,0.0,1.37,1.34,1.47,3.42,0.31,0.49,1.11
Modem,50.66,0,7.06,6.61,16.0,27.0,,,,22,47.0,0.0,3.09,4.1,0.0,0.0,3.18,1.63,1.82
Accessories,32.07,0,4.33,7.14,,,,,,47,14.0,0.27,3.09,2.09,0.0,1.22,0.55,1.46,0.75
Accessories,67.56,0,4.44,7.67,,,,,,25,15.0,2.26,4.06,3.6,1.84,3.92,0.0,0.0,3.95
Coffee Machine,57.71,1,2.91,5.13,,,,,,32,45.0,0.16,2.98,0.09,0.34,0.75,4.49,0.0,3.31
Air Conditioner,97.32,0,5.2,2.1,,,,,,34,25.0,0.59,0.0,0.0,0.0,0.0,0.0,1.72,1.01
Smartwatch,22.06,0,6.83,9.17,12.0,28.0,44.0,32.0,,10,,1.16,0.81,0.0,4.91,2.01,0.0,4.25,3.13
Laptop,60.75,1,5.77,11.08,39.0,36.0,25.0,49.0,28.0,14,42.0,3.15,1.28,0.38,2.63,4.9,3.51,4.07,0.0
Monitor,92.92,0,2.36,5.19,,,,48.0,,29,21.0,4.77,0.0,1.29,0.78,0.0,2.14,0.92,4.78
Desktop,33.25,1,5.31,5.71,47.0,11.0,,,34.0,16,22.0,0.0,1.93,0.0,0.0,0.0,4.61,0.0,3.91
Washing Machine,55.29,1,4.05,0.23,,,,,,35,32.0,0.0,1.75,1.45,0.19,4.13,0.0,0.0,4.52
Mobile,61.18,1,0.44,8.65,29.0,15.0,39.0,14.0,,13,49.0,3.84,1.53,2.53,0.0,0.0,0.0,4.76,0.54
Set-top Box,59.31,1,6.6,12.53,29.0,21.0,,,,48,47.0,4.71,0.0,1.8,0.0,0.24,3.88,1.38,4.71
Projector,30.8,1,1.36,1.06,,,,35.0,,35,28.0,0.0,0.0,0.33,1.03,0.78,0.77,2.29,0.0
Washing Machine,86.37,0,8.47,0.6,,,,,,17,35.0,4.27,3.33,0.0,0.0,4.79,0.65,4.11,3.48
Camera,54.52,0,9.7,2.68,,20.0,,48.0,,10,41.0,1.16,3.06,4.48,1.69,0.02,0.0,0.0,0.0
Router,54.76,0,3.77,6.75,39.0,23.0,,,,19,11.0,1.47,0.0,0.0,2.76,1.48,2.42,0.99,3.98
Air Conditioner,65.01,1,8.36,11.95,,,,,,19,50.0,0.0,4.64,1.94,4.55,0.0,0.0,0.78,0.0
Projector,55.9,0,9.58,3.88,,,,46.0,,12,25.0,0.84,0.0,0.0,0.85,0.58,0.0,0.0,4.72
Hard Drive,98.45,0,2.9,5.77,,26.0,,,,31,32.0,0.79,0.0,0.0,1.56,4.65,2.42,2.0,4.82
Modem,99.05,0,4.81,13.23,50.0,20.0,,,,22,11.0,3.42,0.0,4.03,0.0,0.0,0.4,4.96,0.0
Refrigerator,72.71,0,1.71,13.47,,,,,,47,15.0,3.56,0.0,4.55,0.0,0.24,4.63,0.0,0.0
Accessories,64.89,1,7.6,8.1,,,,,,13,17.0,4.24,1.34,2.35,0.0,4.03,0.0,3.47,1.13
Fax Machine,52.07,0,5.58,10.95,,,,42.0,40.0,17,20.0,1.62,1.3,1.02,3.45,0.51,0.0,0.08,1.33
Washing Machine,83.72,1,1.45,13.23,,,,,,23,41.0,0.0,3.95,2.31,1.4,1.36,3.97,0.41,1.73
Refrigerator,22.77,1,4.65,4.33,,,,,,19,34.0,1.22,3.98,0.0,2.27,0.0,0.13,0.0,0.0
Mobile,42.73,0,9.25,11.28,47.0,24.0,44.0,49.0,,50,20.0,1.71,0.81,0.0,1.5,2.74,0.0,1.04,3.06
Desktop,50.79,0,0.93,5.89,12.0,26.0,,,19.0,10,39.0,0.55,0.0,3.41,0.0,2.49,3.36,4.78,0.0
Coffee Machine,76.65,0,3.97,9.46,,,,,,17,31.0,4.79,1.23,0.36,0.84,0.0,0.0,3.12,0.0
Microwave,97.03,1,4.67,4.0,,,,,,10,26.0,0.0,3.89,2.04,3.23,0.25,1.75,0.0,4.56
Server,44.93,1,9.25,0.21,43.0,13.0,,,,41,14.0,0.46,2.35,0.0,0.0,3.58,2.65,1.96,4.68
Smartwatch,46.69,1,9.57,14.39,23.0,31.0,10.0,24.0,,49,,3.28,0.0,0.64,4.56,0.0,3.95,3.26,0.5
Camera,94.99,0,0.46,7.68,,33.0,,15.0,,12,48.0,1.24,4.69,2.0,0.0,0.0,0.0,0.0,3.27
Server,60.04,1,0.08,12.78,44.0,24.0,,,,24,20.0,2.29,0.4,0.0,1.34,3.06,0.0,1.74,0.0
Modem,48.89,1,1.88,3.5,18.0,20.0,,,,43,45.0,0.0,0.0,4.34,0.0,0.64,3.63,0.0,0.0
Scanner,32.94,1,8.19,9.09,,,,43.0,,22,10.0,0.0,3.79,0.18,3.2,0.0,0.0,4.5,1.33
Other,78.68,0,6.89,6.95,,,,,,50,35.0,3.06,0.0,0.0,2.64,1.25,4.42,4.77,0.18
Fax Machine,73.65,1,0.06,11.17,,,,46.0,40.0,36,29.0,0.0,0.22,3.56,3.31,0.67,0.0,1.01,0.53
Microwave,59.83,1,0.7,5.18,,,,,,43,22.0,4.99,3.25,0.0,0.0,3.48,1.11,1.76,1.71
UPS,29.37,1,7.19,9.39,,,24.0,,,12,33.0,1.55,0.0,0.59,3.88,0.0,4.44,0.0,1.14
Television,34.93,0,4.18,12.99,,,,25.0,,19,35.0,0.0,0.0,0.0,0.12,4.14,1.4,0.92,3.54
Printer,79.34,1,1.65,3.79,,45.0,,,43.0,21,11.0,1.16,1.98,1.95,0.0,4.41,0.0,0.75,0.0
Projector,55.33,0,4.29,4.01,,,,17.0,,50,45.0,0.0,0.09,1.42,4.69,0.0,4.25,0.0,0.46
Refrigerator,35.48,1,6.54,14.97,,,,,,47,33.0,0.67,0.85,0.0,0.0,0.0,0.34,0.2,1.77
Laptop,32.89,0,2.94,11.13,22.0,33.0,20.0,31.0,30.0,48,26.0,0.0,2.07,4.66,2.67,4.48,1.31,0.0,0.0
Fax Machine,92.12,1,4.79,12.35,,,,40.0,19.0,49,34.0,1.17,1.29,0.0,0.0,2.74,0.49,4.53,0.73
Hard Drive,71.11,1,5.72,7.5,,48.0,,,,49,22.0,0.0,2.21,4.03,1.79,0.96,4.38,1.94,4.31
Washing Machine,50.01,0,1.63,2.72,,,,,,47,33.0,2.7,0.6,4.29,3.3,4.01,1.72,1.54,0.0
Television,47.68,0,3.62,9.99,,,,12.0,,28,26.0,2.63,1.56,1.52,0.0,0.71,0.0,1.72,0.23
Washing Machine,96.77,0,9.54,2.48,,,,,,19,41.0,0.0,4.29,1.66,2.98,0.0,1.53,0.0,1.12
Scanner,52.33,1,1.49,6.37,,,,11.0,,24,38.0,0.0,2.04,0.0,0.96,4.91,0.0,0.09,0.47
Other,69.45,0,0.2,5.85,,,,,,17,42.0,1.37,2.78,0.0,0.0,0.78,4.92,2.03,4.31
Router,97.76,1,7.2,13.24,30.0,22.0,,,,31,48.0,0.0,0.0,3.94,3.95,3.53,2.89,3.68,3.45
Washing Machine,75.86,0,2.45,3.3,,,,,,48,43.0,2.95,4.93,3.31,3.31,4.91,5.0,2.09,0.0
Coffee Machine,97.79,0,5.27,8.77,,,,,,44,49.0,1.57,0.0,0.0,0.0,2.14,0.0,3.58,4.55
Desktop,86.83,1,9.39,8.26,50.0,21.0,,,14.0,46,39.0,1.62,3.97,4.5,2.91,0.34,4.75,1.82,1.15
Smartwatch,93.27,1,1.26,6.18,41.0,28.0,40.0,25.0,,37,,3.68,3.21,1.66,0.0,2.01,4.61,4.54,0.0
Laptop,89.92,1,1.46,13.76,36.0,25.0,36.0,12.0,47.0,38,39.0,0.15,3.42,2.28,0.74,0.0,0.48,4.93,3.84
Modem,75.43,1,8.87,12.89,19.0,10.0,,,,12,13.0,2.58,2.32,0.49,0.11,4.01,1.57,1.99,4.26
Fax Machine,48.5,0,2.04,12.37,,,,16.0,16.0,35,47.0,0.0,2.05,0.0,0.0,3.42,1.15,0.0,2.7
Hard Drive,72.97,0,9.15,12.43,,29.0,,,,30,24.0,0.0,0.0,2.56,0.39,2.1,0.4,0.47,0.0
Coffee Machine,50.3,1,1.05,2.11,,,,,,25,41.0,0.0,0.81,1.48,0.33,0.54,2.77,0.54,4.86
Tablet,59.16,0,0.07,7.92,36.0,18.0,48.0,14.0,,22,29.0,3.67,1.69,2.7,1.31,4.15,1.85,0.4,4.12
Refrigerator,53.0,0,3.81,5.57,,,,,,50,37.0,0.0,0.0,1.08,3.16,2.6,1.46,4.97,2.34
Fax Machine,63.33,1,6.41,8.56,,,,46.0,50.0,34,23.0,0.39,2.05,4.17,3.69,4.9,1.71,0.63,3.47
Washing Machine,51.0,0,4.34,2.63,,,,,,40,49.0,0.22,3.35,1.03,3.42,1.32,2.11,1.97,0.0
Router,70.89,1,2.47,14.92,22.0,32.0,,,,25,20.0,2.95,2.23,1.88,0.0,0.92,3.92,0.83,2.83
Coffee Machine,40.82,1,9.76,11.98,,,,,,22,22.0,0.0,0.0,0.66,0.0,2.98,0.0,0.0,0.99
Server,51.64,0,4.03,3.37,43.0,11.0,,,,22,22.0,0.0,1.29,4.65,4.74,1.56,0.0,0.03,1.94
Fax Machine,55.11,1,2.63,7.07,,,,16.0,26.0,29,22.0,2.85,3.55,0.0,4.3,2.83,0.0,2.2,0.0
Coffee Machine,34.6,0,7.79,9.15,,,,,,19,31.0,2.18,3.07,0.0,1.62,0.0,0.0,3.66,2.26
Desktop,88.92,0,6.05,6.15,10.0,10.0,,,44.0,14,36.0,0.0,0.0,0.0,1.35,4.7,2.91,0.0,0.0
Television,79.76,0,2.2,12.1,,,,37.0,,32,41.0,0.0,2.0,0.8,4.15,0.0,1.88,1.99,3.01
Hard Drive,73.53,1,3.8,3.02,,36.0,,,,14,36.0,3.69,1.1,0.0,0.0,4.25,1.91,0.0,0.0
Desktop,80.18,0,3.54,7.95,41.0,35.0,,,28.0,26,40.0,4.17,0.89,1.37,0.0,4.43,1.74,2.02,0.0
Other,34.63,1,9.58,5.3,,,,,,10,18.0,0.74,3.89,0.0,4.8,3.39,2.8,1.85,3.51
Other,23.41,1,1.82,5.2,,,,,,32,43.0,0.67,3.5,0.14,0.0,1.7,4.95,0.0,0.0
Other,34.77,1,9.39,9.77,,,,,,32,11.0,2.03,0.0,0.0,1.25,0.1,0.0,1.5,0.0
Other,25.1,1,5.68,3.46,,,,,,35,50.0,0.2,0.0,2.26,0.49,2.51,4.8,0.0,0.0
Tablet,80.72,1,3.19,11.5,27.0,18.0,38.0,36.0,,46,11.0,0.0,0.0,4.35,0.0,1.73,4.15,1.14,4.34
Monitor,87.36,1,4.81,8.97,,,,29.0,,40,41.0,0.0,0.16,0.0,0.15,0.53,3.95,3.76,1.07
Mobile,38.66,0,1.46,10.45,34.0,41.0,42.0,29.0,,44,48.0,0.0,3.56,1.86,1.62,0.0,0.67,1.45,0.0
Router,76.93,0,9.81,6.4,12.0,49.0,,,,30,28.0,0.0,4.53,3.12,3.83,0.0,4.52,3.72,0.0
Monitor,33.82,1,8.27,6.87,,,,41.0,,15,13.0,0.82,0.44,0.0,0.0,0.49,0.0,4.51,2.8
Refrigerator,67.0,0,4.24,1.23,,,,,,35,20.0,0.62,3.38,2.61,0.65,3.39,0.59,1.5,3.35
